CODE_CLIENT,RAISON,STATUT_MARITAL,TITRE,TITRE_COEMP,GARANTIE,ASSURANCE,LOGEMENT,TYPE_LOGEMENT,PROFESSION,ENFANTS,ANCIENNETE_BANCAIRE,SALAIRE,SALAIRE_COEMP,NB_PERS,REVENU/TETE,LOYER,AGE,EMPRUNTS_COURANTS,DUREE_EMPRUNT,REMBOURSEMENT,SUCCES
1032,Autre,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Employe de bureau,0,3,5760,0,1,5760,2000,28,248,3,Lent,O
1034,Autre,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Employe,0,5,6460,0,1,6460,640,32,0,4,Lent,O
1035,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier,0,13,5884,3638,2,4761,1732,31,155,4,Lent,O
1038,Courrier,Divorce,Mme,Aucun,Non,Non,Locataire,Maison,Employe de bureau,3,8,8779,0,4,2194,1600,46,806,4,Lent,O
1041,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Retraite,2,0,13344,0,4,3336,4832,64,620,4,Lent,O
1042,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Representant,0,7,31324,25497,2,28410,0,44,930,4,Lent,O
1049,Courrier,Veuf,Mme,Aucun,Non,Non,Proprietaire,Appartement,Employe,0,30,6681,0,1,6681,0,65,0,4,Lent,O
1051,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Employe de bureau,1,5,10272,10473,3,6915,0,45,3472,4,Lent,O
1054,TV,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,9,9115,0,1,9115,1072,30,474,4,Lent,O
1055,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Retraite,1,8,5947,7776,3,4574,2560,26,310,4,Lent,O
1056,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Representant,2,4,5601,3187,4,2197,2000,38,0,4,Lent,O
1057,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Employe de bureau,0,2,11808,0,1,11808,1200,31,372,4,Lent,O
1060,TV,Divorce,Mme,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,7,5664,0,1,5664,1600,46,322,3,Lent,O
1061,TV,Divorce,Mme,Aucun,Non,Non,Locataire,Maison,Inactif,1,20,2385,0,2,1192,192,42,403,3,Lent,O
1062,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Inactif,1,6,6384,0,3,2128,0,59,0,4,Lent,O
1063,TV,Concubin,M.,Mme,Oui,Non,Proprietaire,Maison,Ouvrier,1,16,7756,0,3,2585,4361,34,0,1,Rapide,O
1064,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe,0,13,7737,12955,2,10346,1840,42,744,4,Lent,O
1067,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Representant,2,10,8352,7579,4,3982,0,30,1054,4,Lent,O
1068,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe,2,22,8640,14452,4,5773,3600,39,0,4,Lent,O
1069,Autre,Veuf,Mme,Aucun,Non,Non,Locataire,Maison,Retraite,0,20,10142,0,1,10142,0,70,248,4,Lent,O
1070,Autre,Concubin,M.,Mme,Oui,Non,Locataire,Appartement,Enseignant,2,20,11179,11059,4,5559,4000,40,527,3,Rapide,O
1071,Autre,Marie,Mme,M.,Oui,Oui,Locataire,Appartement,Ouvrier,2,22,4800,3912,4,2178,5040,39,0,4,Lent,O
1072,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Cadre,3,13,19200,15715,5,6983,1344,37,2250,4,Lent,O
1076,Autre,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Employe,0,20,7296,0,1,7296,0,47,0,4,Lent,O
1079,TV,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Cadre,1,12,9086,10417,3,6501,0,30,270,3,Rapide,O
1080,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,1,15,7372,8280,3,5217,1500,42,0,4,Lent,O
1081,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier,0,29,2496,1353,2,1924,1092,51,1636,4,Lent,O
1084,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Retraite,1,20,6379,3782,3,3387,872,48,0,4,Lent,O
1085,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Cadre,0,5,6048,0,1,6048,1280,25,443,4,Lent,O
1086,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Ouvrier,1,12,5760,0,2,2880,0,41,0,3,Rapide,O
1087,Courrier,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Chomeur,3,18,0,0,5,0,1950,31,430,4,Lent,O
1090,Courrier,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Retraite,0,40,6494,0,2,3247,0,66,0,4,Lent,O
1091,Courrier,Divorce,Mme,Aucun,Non,Oui,Locataire,Appartement,Cadre,1,14,7536,0,2,3768,1976,41,0,4,Lent,O
1092,Courrier,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Retraite,0,39,6521,0,2,3260,0,66,0,4,Lent,O
1096,Autre,Celibataire,Mme,Aucun,Non,Non,Locataire,Appartement,Employe de bureau,1,17,8832,0,2,4416,1332,36,248,4,Lent,O
1098,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Retraite,0,10,9537,7483,2,8510,2368,64,1023,4,Lent,O
1099,Courrier,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Inactif,0,10,2821,4207,2,3514,0,64,0,3,Rapide,O
1100,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Retraite,0,30,1056,595,2,825,0,65,744,1,Rapide,O
1101,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Retraite,0,0,9710,8284,2,8997,0,63,620,3,Rapide,O
1102,Courrier,Marie,M.,Mme,Oui,Non,Locataire,Maison,Retraite,1,32,6720,0,3,2240,1600,60,0,2,Normal,O
1104,TV,Marie,M.,Mme,Oui,Oui,Famille,Maison,Representant,3,11,7434,0,5,1486,0,30,549,3,Rapide,O
1106,Courrier,Veuf,Mme,Aucun,Non,Non,Locataire,Appartement,Representant,0,26,6436,0,1,6436,0,68,0,2,Normal,O
1107,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier,2,10,2304,1171,4,868,960,33,744,4,Lent,O
1109,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier,3,15,1632,1315,5,589,3920,34,744,4,Lent,O
1113,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Cadre,0,6,29001,16363,2,22682,5712,54,1488,3,Rapide,O
1117,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Chomeur,2,5,0,0,4,0,1760,23,558,3,Lent,O
1118,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Representant,0,9,7958,9960,2,8959,1700,42,248,4,Lent,O
1123,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Employe,0,20,9235,0,1,9235,1600,49,0,3,Lent,O
1125,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier qualifie,3,20,14592,9148,5,4748,2200,45,2170,4,Lent,O
1127,Autre,Marie,Mme,M.,Oui,Oui,Locataire,Appartement,Ouvrier,2,22,4800,4339,4,2284,5040,39,0,4,Lent,O
1128,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Chomeur,3,20,0,0,5,0,1680,45,1240,3,Lent,O
1129,Autre,Celibataire,M.,Aucun,Non,Non,Locataire,Maison,Ouvrier,0,13,6590,0,1,6590,0,35,0,4,Lent,O
1130,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Cadre,3,6,22588,0,5,4517,2516,34,2015,4,Lent,O
1131,Autre,Veuf,Mme,Aucun,Non,Non,Locataire,Appartement,Retraite,0,22,8500,0,1,8500,800,65,657,4,Lent,O
1132,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier qualifie,0,20,11616,10036,2,10826,960,45,0,3,Rapide,O
1134,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier qualifie,3,10,10276,0,5,2055,3600,44,1240,4,Lent,O
1135,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,2,20,7392,0,4,1848,2120,39,496,4,Lent,O
1136,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Retraite,0,20,10156,0,2,5078,3200,66,1612,4,Lent,O
1137,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Employe,0,23,11486,15897,2,13691,324,49,1178,4,Lent,O
1138,TV,Celibataire,M.,Aucun,Non,Non,Locataire,Maison,Representant,0,20,10214,0,1,10214,0,39,496,4,Lent,O
1139,Courrier,Veuf,M.,Aucun,Non,Non,Locataire,Appartement,Retraite,0,20,7156,0,1,7156,1244,63,0,4,Lent,O
1140,TV,Divorce,Mme,Aucun,Non,Non,Locataire,Maison,Representant,1,2,19200,0,2,9600,1364,43,0,3,Rapide,O
1141,Autre,Separe,Mme,Aucun,Non,Oui,Proprietaire,Appartement,Retraite,0,41,11234,0,1,11234,1744,61,702,4,Lent,O
1143,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Representant,0,6,5875,4560,2,5217,2560,25,0,4,Lent,O
1146,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Representant,1,24,8966,0,3,2988,640,37,0,3,Rapide,O
1147,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier,1,4,5995,9513,3,5169,840,38,1370,3,Rapide,O
1148,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,2,10,7838,8961,4,4199,2560,39,0,4,Lent,O
1149,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Maison,Enseignant,0,21,11520,13358,2,12439,3120,40,0,3,Rapide,O
1151,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,1,29,9600,9638,3,6412,0,52,930,4,Lent,O
1152,Autre,Concubin,M.,Mme,Oui,Non,Locataire,Appartement,Retraite,0,24,3374,0,2,1687,496,60,0,3,Lent,O
1153,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,0,15,9144,6412,2,7778,404,55,496,4,Lent,O
1155,TV,Celibataire,Mme,M.,Oui,Non,Famille,Maison,Chomeur,3,9,0,0,5,0,0,40,1025,4,Lent,O
1156,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier,0,29,6720,9720,2,8220,640,51,620,4,Lent,O
1157,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Chomeur,3,20,0,0,5,0,1632,37,0,3,Rapide,O
1161,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Employe,0,25,6523,10550,2,8536,1440,37,0,4,Lent,O
1165,Courrier,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Inactif,0,10,2883,3689,2,3286,0,67,0,1,Rapide,O
1166,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Enseignant,1,10,26788,0,3,8929,3520,52,744,4,Lent,O
1168,Courrier,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier qualifie,3,7,9936,9561,5,3899,1776,34,0,3,Rapide,O
1169,Autre,Concubin,Mlle,M.,Oui,Non,Locataire,Appartement,Employe de bureau,1,11,6432,3585,3,3339,1644,31,0,3,Rapide,O
1170,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Representant,4,8,8942,9950,6,3148,1408,28,372,3,Rapide,O
1171,TV,Veuf,Mme,Aucun,Non,Non,Locataire,Appartement,Retraite,0,32,5323,0,1,5323,1384,64,496,4,Lent,O
1173,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Maison,Enseignant,1,13,15360,21379,3,12246,4160,43,0,4,Lent,O
1174,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Maison,Ouvrier,0,4,5515,0,1,5515,0,30,0,3,Rapide,O
1176,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,2,8,11491,7468,4,4739,12,43,0,4,Lent,O
1178,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,0,11,7084,0,2,3542,0,29,744,4,Lent,O
1182,Autre,Celibataire,Mlle,Aucun,Non,Oui,Famille,Maison,Representant,0,6,16320,0,1,16320,1236,36,0,3,Rapide,O
1183,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Employe,1,8,8596,6960,3,5185,3520,48,0,4,Lent,O
1186,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Retraite,0,25,11865,13065,2,12465,0,75,744,4,Lent,O
1187,Autre,Veuf,Mme,Aucun,Non,Non,Locataire,Maison,Ouvrier,0,35,6432,0,1,6432,0,49,948,4,Lent,O
1188,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Cadre,2,10,12480,14913,4,6848,2216,30,899,4,Lent,O
1189,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Employe de bureau,0,7,9614,7833,2,8723,2416,30,0,4,Lent,O
1190,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,13,5841,0,1,5841,800,44,496,2,Normal,O
1202,Autre,Marie,M.,Aucun,Non,Non,Locataire,Appartement,Enseignant,3,4,16459,0,4,4114,3300,53,3255,4,Lent,O
1203,TV,Marie,M.,Mme,Oui,Oui,Famille,Maison,Representant,3,10,7540,7045,5,2917,0,28,509,3,Rapide,O
1204,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,3,11,9888,7579,5,3493,1600,39,2108,4,Lent,O
1205,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,4,17,6912,5366,6,2046,2264,33,235,3,Rapide,O
1207,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,3,4,8524,0,5,1704,2560,29,892,4,Lent,O
1209,Courrier,Concubin,Mlle,M.,Oui,Non,Locataire,Appartement,Representant,0,4,3542,3326,2,3434,1468,22,0,1,Rapide,O
1210,TV,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Employe,3,20,6764,8435,5,3039,3170,35,0,4,Lent,O
1211,Courrier,Separe,Mme,Aucun,Non,Non,Locataire,Appartement,Employe,0,3,6585,0,1,6585,0,43,930,3,Lent,O
1212,Courrier,Divorce,Mme,Aucun,Non,Non,Proprietaire,Appartement,Employe,0,29,7549,0,1,7549,1544,50,535,4,Lent,O
1215,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Ouvrier qualifie,0,5,13104,0,1,13104,2560,46,868,4,Lent,O
1216,TV,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,0,6091,0,1,6091,0,25,0,1,Rapide,O
1218,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Retraite,0,25,6451,3633,2,5042,0,59,1224,4,Lent,O
1220,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier qualifie,0,12,9033,8246,2,8639,1120,40,0,4,Lent,O
1222,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Cadre,3,10,14961,17275,5,6447,3200,42,0,4,Lent,O
1223,Autre,Celibataire,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,0,12,7204,0,2,3602,1760,49,496,4,Lent,O
1224,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Employe de bureau,2,19,8073,0,4,2018,1600,39,310,4,Lent,O
1225,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Cadre,3,20,10540,12028,5,4513,840,43,1336,4,Lent,O
1229,TV,Marie,Mme,M.,Oui,Oui,Proprietaire,Maison,Employe,3,20,7180,8635,5,3163,3200,36,0,4,Lent,O
1230,TV,Concubin,Mme,Aucun,Non,Non,Locataire,Maison,Ouvrier,1,10,12081,0,2,6040,0,27,930,4,Lent,O
1231,TV,Marie,Mme,M.,Non,Non,Locataire,Appartement,Ouvrier,2,19,2476,1809,4,1071,840,44,0,4,Lent,O
1234,Autre,Divorce,Mme,Aucun,Non,Non,Locataire,Appartement,Employe de bureau,0,4,8774,0,1,8774,2000,40,0,3,Lent,O
1235,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,0,6,6648,4660,2,5654,3520,38,424,4,Lent,O
1237,Autre,Separe,Mme,Aucun,Non,Oui,Proprietaire,Appartement,Retraite,0,38,11015,0,1,11015,1993,62,722,4,Lent,O
1238,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Cadre,2,10,18912,14745,4,8414,2480,40,1860,3,Rapide,O
1242,TV,Concubin,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier qualifie,0,2,9470,13075,2,11272,1680,34,558,4,Lent,O
1243,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Enseignant,1,26,11966,19152,3,10372,960,46,1860,4,Lent,O
1246,Autre,Veuf,Mme,Aucun,Non,Non,Locataire,Maison,Retraite,0,7,7838,0,1,7838,0,63,1488,4,Lent,O
1250,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier,3,15,9792,15633,5,5085,5480,47,0,3,Rapide,O
1251,Autre,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Employe de bureau,0,6,5184,0,1,5184,1200,24,0,4,Lent,O
1254,TV,Concubin,Mme,M.,Oui,Non,Locataire,Appartement,Employe,2,9,6336,6748,4,3271,2800,39,372,4,Lent,O
1257,TV,Separe,Mme,Aucun,Non,Oui,Famille,Appartement,Cadre,0,13,8654,0,1,8654,0,47,0,4,Lent,O
1259,TV,Divorce,Mme,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,8,6187,0,1,6187,720,44,620,3,Lent,O
1264,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Retraite,0,13,6902,11299,2,9100,1400,32,372,3,Lent,O
1266,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Chomeur,0,40,0,0,2,0,6400,56,0,4,Lent,O
1267,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Inactif,0,7,0,0,2,0,1520,44,570,3,Lent,O
1271,TV,Divorce,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier qualifie,0,25,12192,0,1,12192,0,42,0,4,Lent,O
1275,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Employe de bureau,0,16,8035,10819,2,9427,2720,41,496,4,Lent,O
1277,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Employe,5,12,6240,0,7,891,2416,43,744,4,Lent,O
1279,TV,Divorce,Mme,Aucun,Non,Non,Locataire,Appartement,Employe,2,16,6681,0,3,2227,0,34,0,4,Lent,O
1280,Courrier,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,2,22,8558,6921,4,3869,1364,47,0,4,Lent,O
1281,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Employe de bureau,0,28,7411,8678,2,8044,1360,49,0,3,Rapide,O
1282,TV,Concubin,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,0,8,2899,4118,2,3508,1280,22,372,3,Lent,O
1283,Courrier,Marie,M.,Mme,Oui,Non,Locataire,Maison,Retraite,0,21,8006,0,2,4003,2140,61,1512,4,Lent,O
1286,TV,Concubin,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier qualifie,1,3,8424,6960,3,5128,2640,35,1550,4,Lent,O
1289,TV,Celibataire,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,0,5,8707,0,2,4353,0,25,1878,4,Lent,O
1290,Courrier,Separe,M.,Aucun,Non,Non,Locataire,Maison,Representant,0,10,4401,0,1,4401,0,65,1444,2,Normal,O
1291,Autre,Veuf,Mme,Aucun,Non,Non,Locataire,Appartement,Retraite,0,10,4492,0,1,4492,960,57,0,3,Rapide,O
1292,Courrier,Celibataire,Mlle,Aucun,Non,Non,Locataire,Maison,Employe de bureau,0,7,10176,0,1,10176,0,27,917,2,Normal,O
1294,Autre,Veuf,Mme,Aucun,Non,Non,Locataire,Appartement,Inactif,0,2,3907,0,1,3907,0,59,0,4,Lent,O
1298,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Employe,2,11,7296,0,4,1824,3440,33,489,3,Rapide,O
1299,Autre,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Employe,0,10,7296,0,1,7296,1600,30,706,1,Rapide,O
1300,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Retraite,0,3,13564,20044,2,16804,0,60,1240,4,Lent,O
1301,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,1,0,6840,4569,3,3803,960,26,0,4,Lent,O
1303,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,0,7,4992,4804,2,4898,1280,32,0,3,Rapide,O
1306,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Retraite,1,10,20160,0,3,6720,2160,62,806,4,Lent,O
1307,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Representant,0,21,9163,7430,2,8296,560,38,0,4,Lent,O
1312,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe,0,43,8625,12916,2,10770,0,50,1550,4,Lent,O
1313,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Retraite,0,25,6432,4416,2,5424,0,71,0,3,Rapide,O
1315,TV,Celibataire,Mlle,Aucun,Non,Non,Locataire,Appartement,Employe,0,9,6019,0,1,6019,1672,34,0,4,Lent,O
1317,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier qualifie,0,7,10022,10008,2,10015,0,44,1116,3,Rapide,O
1319,TV,Marie,Mme,M.,Oui,Non,Proprietaire,Maison,Cadre,1,10,9212,13029,3,7413,0,29,244,3,Rapide,O
1321,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier qualifie,3,20,9873,0,5,1974,720,42,1147,4,Lent,O
1322,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier qualifie,1,28,9652,16161,3,8604,4400,57,1488,3,Rapide,O
1323,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Cadre,3,12,48000,0,5,9600,6000,45,6014,3,Rapide,O
1326,TV,Veuf,Mme,Aucun,Non,Non,Locataire,Maison,Ouvrier,0,18,7488,0,1,7488,0,48,930,4,Lent,O
1327,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Employe de bureau,1,15,14496,21864,3,12120,2240,32,1550,4,Lent,O
1328,Courrier,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Employe de bureau,0,11,9595,13982,2,11788,3120,40,0,1,Rapide,O
1329,TV,Marie,M.,Mme,Oui,Oui,Famille,Maison,Representant,3,10,6986,0,5,1397,0,28,489,3,Rapide,O
1332,TV,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,0,20,7718,7627,2,7672,0,50,806,4,Lent,O
1333,Autre,Veuf,M.,Aucun,Non,Non,Locataire,Appartement,Retraite,0,19,22728,0,1,22728,0,69,5285,3,Lent,O
1337,Autre,Concubin,Mme,M.,Oui,Non,Locataire,Appartement,Ouvrier qualifie,1,20,11424,12062,3,7828,1600,43,1860,4,Lent,O
1338,Courrier,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,0,12,6249,0,2,3124,1016,36,1066,4,Lent,O
1339,TV,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Employe,1,10,6336,10315,3,5550,0,45,744,3,Lent,O
1340,Courrier,Celibataire,M.,Aucun,Non,Non,Locataire,Maison,Representant,0,24,17265,0,1,17265,3600,42,0,3,Rapide,O
1342,Courrier,Veuf,Mme,Aucun,Non,Non,Proprietaire,Appartement,Employe,0,28,6684,0,1,6684,0,67,0,4,Lent,O
1346,TV,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Representant,2,11,17865,15168,4,8258,2320,48,620,3,Rapide,O
1348,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Ouvrier,4,10,8414,6734,6,2524,1360,38,446,3,Rapide,O
1349,Autre,Celibataire,M.,Aucun,Non,Non,Locataire,Maison,Employe de bureau,0,10,8496,0,1,8496,2000,30,0,4,Lent,O
1350,TV,Marie,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier,1,7,5361,4166,3,3175,2400,27,0,3,Lent,O
1351,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Inactif,2,19,0,0,4,0,2080,30,1736,4,Lent,O
1352,Autre,Divorce,M.,Aucun,Non,Non,Locataire,Appartement,Cadre,1,7,7516,0,2,3758,0,45,0,4,Lent,O
1357,Autre,Concubin,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier,2,9,7392,0,4,1848,3888,28,837,4,Lent,O
1358,Courrier,Marie,Mme,M.,Oui,Oui,Locataire,Appartement,Ouvrier,1,10,5529,9148,3,4892,608,26,248,2,Normal,O
1359,Courrier,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Employe,3,1,7564,8097,5,3132,2364,40,812,1,Rapide,O
1360,Autre,Divorce,Mme,Aucun,Non,Non,Locataire,Appartement,Inactif,0,10,4708,0,1,4708,772,59,496,3,Lent,O
1361,Courrier,Divorce,Mme,Aucun,Non,Non,Locataire,Appartement,Representant,1,10,12480,0,2,6240,2800,49,1240,4,Lent,O
1363,TV,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier,0,7,6148,0,1,6148,1360,24,678,4,Lent,O
1364,Autre,Celibataire,M.,Aucun,Non,Non,Locataire,Appartement,Ouvrier qualifie,0,3,7368,0,1,7368,720,37,0,4,Lent,O
1366,Autre,Divorce,Mme,Aucun,Non,Non,Locataire,Appartement,Ouvrier qualifie,2,7,6753,0,3,2251,1840,43,372,4,Lent,O
1367,TV,Marie,M.,Mme,Oui,Oui,Locataire,Maison,Ouvrier qualifie,2,10,7680,5995,4,3418,2120,33,719,4,Lent,O
1368,Autre,Marie,M.,Mme,Oui,Non,Locataire,Maison,Employe de bureau,2,3,8352,0,4,2088,0,37,1912,4,Lent,O
1370,Courrier,Marie,M.,Mme,Oui,Oui,Proprietaire,Maison,Retraite,1,40,6491,0,3,2163,0,69,0,2,Normal,O
1371,Courrier,Celibataire,Mme,Aucun,Non,Oui,Proprietaire,Maison,Cadre,0,6,5331,0,1,5331,0,24,990,3,Lent,O
1372,Autre,Marie,Mme,M.,Oui,Non,Locataire,Appartement,Employe,2,4,6720,7516,4,3559,0,35,0,4,Lent,O
1373,TV,Celibataire,Mme,M.,Oui,Non,Famille,Maison,Chomeur,3,10,0,0,5,0,0,42,948,4,Lent,O
1376,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Ouvrier,2,15,14976,19468,4,8611,1600,41,1550,4,Lent,O
1379,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Enseignant,0,18,12576,14884,2,13730,1600,55,620,4,Lent,O
1380,Autre,Marie,M.,Mme,Non,Non,Locataire,Maison,Retraite,0,9,10876,9312,2,10094,1996,62,0,4,Lent,O
1382,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,2,18,11788,15144,4,6733,3840,41,744,3,Lent,O
1383,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,1,8,6681,8808,3,5163,3920,32,930,4,Lent,O
1385,Autre,Marie,M.,Mme,Oui,Non,Locataire,Appartement,Ouvrier qualifie,1,26,16958,10396,3,9118,964,52,620,3,Rapide,O
1386,Autre,Marie,Mme,M.,Oui,Non,Locataire,Maison,Employe de bureau,2,15,8544,8779,4,4330,3200,33,0,4,Lent,O
